,commentary,target
536," Rabada to Shreyas Iyer, 2 runs, shortish, leg-lined, Iyer gets inside the line and plays a stylish half-pull. Once agai as it has been all through this evening, the timing is fab. Malan from deep square leg did well moving to his left, sliding well and has saved a brace for his side ",0
537," Rabada to Samson, 1 run, back of a length outside off, Samson glides it away down to third man ",0
538," Rabada to Shreyas Iyer, 1 run, short ball, but no venom or height on this, Iyer stands tall and pulls it away nicely to the left of deep square leg ",0
539," Rabada to Samson, 1 run, slanting in from a good length, Samson stays in the crease and plays this with an angled bat, steering it down to third man ",0
540," Rabada to Samson, no run, in-angler around off, Samson watchfully blocks off the front foot ",0
541," Rabada to Shreyas Iyer, 1 run, full and outside off, Iyer presses half-forward and eases this through the covers ",0
542," Maharaj to Shreyas Iyer, 1 run, quicker and fuller outside off, Iyer lunges and pats this towards point ",0
543," Maharaj to Samson, 1 run, slower again, in-drifter, Samson hangs back and punches it wide of the diving Maharaj to his right, down to long-on ",0
544," Maharaj to Samson, no run, drifting in on middle and leg, Samson stays on the back foot and nudges this to short mid-wicket ",0
545," Maharaj to Shreyas Iyer, 1 run, fired full, Iyer steps out for a whip across the line and gets an inside half behind square leg ",0
546," Maharaj to Samson, 1 run, sliding into the pads, Samson sits back and clips it through mid-wicket ",0
547," Maharaj to Shreyas Iyer, 1 run, flatter and outside off, Iyer stays back and cuts it away to sweeper cover ",0
548," Fortuin to Samson, no run, flat and quite full, Samson digs it out back to Fortuin ",0
549," Fortuin to Shreyas Iyer, 1 run, slower and fuller, Iyer reaches out and whips it away down to long-on ",0
550," Fortuin to Shreyas Iyer, no run,  drifting in on leg stump, Iyer hangs back and nudges it to mid-wicket ",0
551," Fortuin to Shreyas Iyer, FOUR, whacked! Short, wide, and Iyer dispatches it. Sits deep in the crease and cuts it away square, beating short third man comfortably to his right ",1
552," Fortuin to Shreyas Iyer, no run, excellent decision from the umpire! Initial thinking was that there was an inside edge that saved Iyer. Because he was struck on the back leg, and it was quite full too. As it turns out, flat line on UltraEdge, but ball tracking shows it to be missing leg stump. Was fired in by Fortuin, Iyer made a hint of room for the slog and that's what has saved him here. Got himself close to leg stump or thereabouts, with the angle taking it further down. Was an ungainly slog from Iyer though, an understandably tired shot ",0
553," Fortuin to Samson, 1 run, slower and shorter, Samson stays back and cuts it away to deep point ",0
554," Maharaj to Shreyas Iyer, 2 runs, his timing has been on another level tonight! Half-tracker down leg, poor ball and Iyer responds with an elegant back foot flick. Wristed away to the left of deep square leg who does well to get across with a slide. Iyer moves into the 80s ",0
555," Maharaj to Shreyas Iyer, no run, down the track goes Iyer but Maharaj is equal to the task, drags the length back and fires it in, forcing the batter to defend ",0
556," Maharaj to Samson, 1 run, sliding into the pads, Samson hangs back and tucks it away backward of square ",0
557," Maharaj to Shreyas Iyer, 1 run, flatter and shorter outside off, Iyer stays back and cuts it away to deep point ",0
558," Maharaj to Shreyas Iyer, no run, slower through the air, Iyer looks to flick and closes the bat face early, gets a leading edge to cover ",0
559," Maharaj to Samson, 1 run, sliding into the pads, Samson stays back and punches it down to long-on ",0
560," Fortuin to Shreyas Iyer, no run, fuller and just outside off, driven straight to short cover ",0
561," Fortuin to Shreyas Iyer, 2 runs, shimmies down the track and whips the full delivery to the right of deep mid-wicket ",0
562," Fortuin to Samson, 1 run, flatter and just outside off, Samson pushes it to the left of cover for a quick single ",0
563," Fortuin to Shreyas Iyer, 1 run, full toss on the stumps, Shreyas Iyer slogs and gets it to the left of deep mid-wicket. A diving stop by Malan prevents the boundary ",0
564," Fortuin to Shreyas Iyer, FOUR, dropped short just outside off, Shreyas Iyer jumps on the back foot and cuts it really late to the left of cover, excellent timing and placement ",1
565," Fortuin to Samson, 1 run, advances and chops the quicker delivery to the left of short third ",0
566," Maharaj to Shreyas Iyer, no run, fuller on the stumps, blocked to short cover ",0
567," Maharaj to Samson, 1 run, goes on the back foot and punches this down to long-on ",0
568," Maharaj to Samson, no run, looks to flick a slider and misses, gets beaten on the inside edge and wears it on the pad ",0
569," Maharaj to Samson, no run, fuller around off, played back to the bowler ",0
570," Maharaj to Samson, no run, slower on the stumps, Samson goes back and across to block ",0
571," Maharaj to Samson, no run, slider on the stumps, Samson looks to nudge and gets a soft leading edge to backward point ",0
572," Fortuin to Shreyas Iyer, no run, quicker and just outside off, driven straight to extra cover ",0
573," Fortuin to Samson, 1 run, fuller on the pads, clipped away to short fine ",0
574," Fortuin to Samson, no run, flatter and just outside off, punched to extra cover ",0
575," Fortuin to Ishan Kishan, out Caught by R Hendricks!! Oh dear! Ishan Kishan cannot believe it. He is down on his haunches and does not want to leave. Gotta feel for him as he played a superb knock. Perhaps the best in his brief international career. Looked set for a maiden hundred on his home ground and opportunities like these don't come too often. He played the pull so well today and got plenty of sixes playing that shot, but not this time. He was quick to latch onto the short ball but doesn't quite time it as well as he would have liked, drags it off the thick inside half and Reeza Hendricks takes a well-judged tumbling catch at deep mid-wicket. Ishan Kishan c R Hendricks b Fortuin 93(84) [4s-4 6s-7] ",1
576," Fortuin to Shreyas Iyer, 1 run, quicker slider on the stumps, slapped away to the left of long-on ",0
577," Fortuin to Shreyas Iyer, no run, comes down the track and stabs the flatter delivery to extra cover ",0
578," Nortje to Shreyas Iyer, 1 run, short outside off, guided down to third man for an easy single ",0
579," Nortje to Ishan Kishan, 1 run, very full outside off at 145ks, Ishan Kishan squeezes the drive to the left of Miller at cover ",0
580," Nortje to Ishan Kishan, SIX, first ball after that blow on that elbow and Ishan Kishan has dispatched Nortje over fine leg. 128ks short outside off, Ishan Kishan swivels and pulls it to the left of fine leg where Malan attempts a dive, but to no avail ",1
581," Nortje to Shreyas Iyer, 1 run, on a length outside off, punched out to sweeper cover ",0
582," Nortje to Shreyas Iyer, no run, full on off, Shreyas Iyer drills it straight back to the bowler ",0
583," Nortje to Shreyas Iyer, no run, 147ks bumper angled down leg, Shreyas Iyer doesn't bother with it ",0
584," Rabada to Ishan Kishan, no run, swivels and misses out on the pull, the ball grips a touch and hits him on the elbow. He is in some pain and calls out the physio. Hit him flush on the elbow (left hand). It was a slower ball bumper from Rabada and Ishan Kishan was way too early into his shot ",0
585," Rabada to Ishan Kishan, no run, dropped! Slower length delivery just outside off, Ishan Kishan was through his lofty drive a tad too early and chips it off the cue end to the right of Rabad who couldn't hang on. Was an easy chance... ",0
586," Rabada to Ishan Kishan, no run, slower ball bumper outside off, Ishan Kishan looks to slash and decides against it at the last minute ",0
587," Rabada to Shreyas Iyer, 1 run, gets width outside off and Shreyas Iyer steers it down to third man ",0
588," Rabada to Shreyas Iyer, no run, good length on the stumps, nudged away to mid-wicket ",0
589," Rabada to Shreyas Iyer, no run, 135ks angles in on a length and beats the inside edge as Shreyas Iyer swings and misses ",0
590," Nortje to Ishan Kishan, no run, Ishan Kishan lets out an expletive soon as he fails to get bat on this attempted slash, it was short and Nortje did well to follow the batter and cramp him up for room. Past the swinging blade and the top-edge ",0
591," Nortje to Ishan Kishan, no run, 137ks digs it short outside off, Ishan Kishan doesn't bother with it ",0
592," Nortje to Ishan Kishan, SIX, 145ks half-volley on the stumps, Ishan Kishan clears his front leg and marmalizes it deep into the mid-wicket stands ",1
593," Nortje to Ishan Kishan, SIX, ccccrrrrruuunnnnccchhhheeeddddddd! Short ball right in the arc outside off and Ishan Kishan has butchered that for a 92-metre maximum over mid-wicket ",1
594," Nortje to Ishan Kishan, FOUR, one bounce and over the ropes! The faster you come, the further you travel. Short ball, doesn't rise as much and Ishan Kishan makes full use of the pace to nail the pull over mid-wicket ",1
595," Nortje to Ishan Kishan, no run, good length just outside off, blocked into the covers ",0
596," Rabada to Shreyas Iyer, no run, dug in short on the stumps, Shreyas Iyer spots it early and sways away from the line of fire ",0
597," Rabada to Shreyas Iyer, no run, full delivery wobbles in at 136ks, Shreyas Iyer drives straight to the right of the bowler ",0
598," Rabada to Shreyas Iyer, FOUR, short and wide at 133ks, Shreyas Iyer says thank you and smacks the cut past the diving right hand of backward point ",1
599," Rabada to Shreyas Iyer, no run, length delivery swerves in at 136ks, Shreyas Iyer is happy to offer a straight bat ",0
600," Rabada to Ishan Kishan, 1 run, fuller and wider, Ishan Kishan biffs the drive off the toe-end towards deep extra cover ",0
601," Rabada to Ishan Kishan, no run, 135ks on a length outside off, punched to mid-on ",0
602," Parnell to Ishan Kishan, 1 run, length delivery on the pads, clipped away square on the leg-side ",0
603," Parnell to Shreyas Iyer, 1 run, drags it short on the stumps at 129ks, clipped away off the pads behind square on the leg-side ",0
604," Parnell to Shreyas Iyer, FOUR, poor bowling this from Parnell. With mid-off inside the ring he bowls a full delivery wide of off, Shreyas Iyer uses his long levers and lifts it over the infield with an air of nonchalance ",1
